*47-si-de	0	[(1938, -11.170122146606445)]
*47-si-jo	0	[(1876, -8.107995986938477)]
*47-so	0	[(552, -1.9885376691818237), (554, -13.37878131866455), (632, -11.442384719848633), (1774, -10.312941551208496), (1811, -7.991110324859619), (2075, -11.469691276550293), (3675, -14.959307670593262)]
*47-so-de	0	[(1933, -0.0020961235277354717), (1933, 1), (1938, -0.00021920185827184469), (1938, 1), (1959, -0.0020729261450469494), (1959, 1), (1981, -0.001191501971334219), (1981, 1), (2783, -12.349618911743164)]
*47-so-pa	0	[(3121, -11.248016357421875)]
*47-so-ri-jo	0	[(3165, -9.815865516662598)]
*47-so-wa	0	[(2607, -12.174872398376465)]
*47-ti-jo	0	[(314, -0.0087501909583807), (314, 1), (1869, -7.238437652587891)]
*47-to-de	0	[(1938, -9.486391067504883)]
*47-za-ra	0	[(543, -8.182153701782227)]
*49-i	0	[(3322, -11.380120277404785)]
*49-ja	0	[(1586, -11.192363739013672)]
*49-ke	0	[(2980, -11.175992012023926)]
*49-ko-we	0	[(1449, -9.457657814025879), (1545, -11.471922874450684)]
*49-ro	0	[(1586, -8.969003677368164)]
*49-sa	0	[(1586, -10.522082328796387)]
*49-sa-ro	0	[(319, 1)]
*49-si	0	[(1586, -8.67967700958252)]
*49-so	0	[(1586, -0.000442407006630674), (1586, 1)]
*49-wo	0	[(1383, 1)]
*56-*56-to	0	[(1374, -15.785704612731934)]
*56-da-we	0	[(579, -11.173073768615723), (1430, -10.729327201843262), (1536, -11.178525924682617), (2280, -6.248416900634766)]
*56-du	0	[(1077, -10.540460586547852)]
*56-du-nu-ka	0	[(1201, 1), (1745, -0.0004694551753345877), (1745, 1)]
*56-du-we	0	[(579, -11.931987762451172), (764, -10.232844352722168), (1303, -12.460718154907227), (1412, -7.9382710456848145), (1425, -9.651986122131348), (1536, -9.504708290100098), (2280, -6.373636245727539)]
*56-i-ka	0	[(1961, -11.677453994750977)]
*56-i-mi-so	0	[(1689, -11.748275756835938)]
*56-i-te	0	[(1961, -12.634060859680176)]
*56-i-ti	0	[(1961, -0.00010322991875000298), (1961, 1)]
*56-i-to	0	[(1961, -9.665802955627441)]
*56-i-tu	0	[(1961, -11.872737884521484)]
*56-i-we	0	[(1430, -11.744254112243652)]
*56-ka	0	[(1191, -10.022200584411621), (1248, -9.201922416687012)]
*56-ke-we	0	[(3140, -13.266326904296875), (3191, -7.103963375091553), (3252, -13.718371391296387)]
*56-ko	0	[(1776, -4.876792907714844)]
*56-ko-ma	0	[(1223, -7.995954990386963), (1260, -9.14068603515625)]
*56-ko-ma-e	0	[(1646, -6.28786039352417)]
*56-ko-pa-e	0	[(1646, -10.731221199035645)]
*56-ko-ra	0	[(2681, -10.916363716125488)]
*56-ko-ro	0	[(1223, -8.189193725585938)]
*56-ko-ru-e	0	[(1646, -10.283477783203125)]
*56-ko-so	0	[(1846, -13.521799087524414)]
*56-ko-te	0	[(1260, -11.52818489074707)]
*56-ko-to	0	[(1223, -2.5253396034240723), (1260, -8.3357572555542), (1374, -14.812967300415039)]
*56-ko-to-e	0	[(1646, -7.424112796783447)]
*56-ko-we	0	[(579, -8.606540359323844e-05), (579, 1), (764, -6.818538531661034e-05), (764, 1), (902, 1), (1097, 1), (1179, -0.0003133521240670234), (1179, 1), (1202, -0.0005321278586052358), (1202, 1), (1203, 1), (1223, -0.08498240262269974), (1223, 1), (1260, -0.0004048719711136073), (1260, 1), (1271, 1), (1303, -3.814624506048858e-05), (1303, 1), (1337, 1), (1338, 1), (1411, 1), (1412, -0.0006946296198293567), (1412, 1), (1418, 1), (1421, -0.00014053787162993103), (1421, 1), (1425, -0.0002217047003796324), (1425, 1), (1430, -7.819823804311454e-05), (1430, 1), (1449, -0.001100649475120008), (1449, 1), (1532, -9.715084888739511e-05), (1532, 1), (1534, -3.576214658096433e-05), (1534, 1), (1535, 1), (1536, -0.0003816353273577988), (1536, 1), (1537, 1), (1545, -4.51792984677013e-05), (1545, 1), (1557, 1), (2280, -0.031081294640898705), (2280, 1), (2320, -0.00010942813969450071), (2320, 1), (3102, -0.45076483488082886), (3104, -7.750815391540527)]
*56-ko-we-e	0	[(1646, -0.002594559220597148), (1646, 1)]
*56-ko-we-i	0	[(1670, -0.00046754872892051935), (1670, 1), (1676, 1)]
*56-ko-we-i-ja-qe	0	[(2016, 1)]
*56-ko-we-i-jo	0	[(2031, 1)]
*56-ko-we-qe	0	[(1128, 1)]
*56-ko-wo	0	[(1223, -8.15803337097168), (1260, -10.370887756347656)]
*56-ku-we	0	[(2280, -5.686344146728516), (3170, -12.502910614013672)]
*56-me	0	[(1776, -4.387812614440918)]
*56-ne-we	0	[(2320, -11.239847183227539)]
*56-ni-sa-ta	0	[(956, 1)]
*56-pe-we	0	[(1412, -8.947800636291504), (1425, -10.454763412475586)]
*56-po-so	0	[(2281, 1)]
*56-pu-do-si	0	[(1931, -12.242640495300293)]
*56-qa	0	[(1776, -3.697463274002075)]
*56-ra-ku-ja	0	[(2253, 1)]
*56-ra-re-we	0	[(3080, -11.29186725616455)]
*56-ra-to	0	[(1374, -16.012990951538086)]
*56-re-to	0	[(1374, -14.951038360595703)]
*56-re-wa	0	[(107, -9.529067993164062)]
*56-re-we	0	[(579, -10.358991622924805), (764, -12.549134254455566), (1303, -11.047526359558105), (1412, -8.946672439575195), (1425, -10.428789138793945), (1430, -11.39584732055664), (1536, -8.46854305267334), (2280, -3.857882499694824), (2320, -11.117192268371582)]
*56-ri-to	0	[(1374, -1.311301275563892e-06), (1374, 1)]
*56-ri-we	0	[(764, -12.317548751831055), (1303, -11.882726669311523), (1425, -10.065040588378906), (1430, -11.01933765411377)]
*56-ro-we	0	[(2320, -11.658612251281738)]
*56-ryo	0	[(1776, 1)]
*56-sa-ro	0	[(1782, -10.986577033996582)]
*56-si-ja-ti-ja	0	[(2633, -15.572650909423828)]
*56-si-wi-ja	0	[(3087, -15.330463409423828)]
*56-so	0	[(1300, -7.339313983917236), (1776, -0.1422799676656723)]
*56-so-to	0	[(892, -1.4949535131454468)]
*56-so-wa	0	[(2607, -11.759471893310547)]
*56-so-we	0	[(579, -10.719633102416992), (764, -11.555317878723145), (1303, -12.742490768432617), (1412, -11.163209915161133), (1536, -10.68865966796875), (2320, -10.0420503616333)]
*56-ti	0	[(1995, 1)]
*56-wi-so	0	[(2024, -12.660625457763672)]
*63-ka-wa	0	[(3566, -8.46329116821289)]
*63-ko-wa	0	[(3566, -9.447169303894043)]
*63-no-wa	0	[(3566, -8.713031768798828)]
*63-o-wa	0	[(3566, -0.0008839037618599832), (3566, 1)]
*63-so	0	[(1685, -11.518959045410156), (1811, -7.373045921325684)]
*63-so-wa	0	[(3566, -8.359621047973633)]
*64-du-nu-ka	0	[(1745, -11.52685546875)]
*64-ko-we	0	[(1421, -11.846001625061035), (1532, -12.1666259765625)]
*79-ki-no-o	0	[(3570, -8.957140922546387)]
*82-de	0	[(2674, 1), (3149, 1)]
*82-ro-qa	0	[(2604, -9.43658447265625)]
*82-ti	0	[(1608, -10.783712387084961)]
*82-ti-ro	0	[(230, -10.04997444152832)]
*83-jo	0	[(578, -9.73128604888916)]
*83-jo-qe-u	0	[(2490, -14.531410217285156)]
*83-re-te	0	[(274, -0.00035315475543029606), (274, 1), (3225, -13.207992553710938), (3393, -10.876766204833984)]
a	1	[(318, 1), (326, 1), (339, 1), (500, 1), (507, 1), (539, 1), (545, 1), (550, 1), (1976, 1), (2166, 1), (2585, 1), (2640, 1), (2649, 1), (2651, 1), (2660, 1), (3125, 1), (3483, 1)]
a-*34-ka	0	[(2261, 1), (2262, 1)]
a-*34-te-re	0	[(519, -3.6645419597625732)]
a-*34-to	0	[(3233, -0.0008083889842964709), (3233, 1)]
a-*47-ti-ri-ja	0	[(925, -7.055380344390869)]
a-*56-da-ro	0	[(1103, 1)]
a-*56-ko	0	[(1378, -11.175796508789062)]
a-*56-no	0	[(998, 1)]
a-*64-di	0	[(2382, -11.420499801635742)]
a-*64-ja	0	[(2341, 1), (2382, -0.0006833125371485949), (2382, 1), (3566, 1)]
a-*64-ja-i	0	[(2603, -6.003592014312744)]
a-*64-ja-o	0	[(2420, -0.000300958170555532), (2420, 1), (2422, -0.00011836781777674332), (2422, 1)]
a-*64-jo	0	[(122, -1.490105023549404e-05), (122, 1), (2697, 1), (3057, 1), (3199, 1)]
a-*64-ma-o	0	[(2422, -11.45130729675293)]
a-*64-sa	0	[(2382, -7.378823757171631)]
a-*64-sa-o	0	[(2422, -12.25899887084961)]
a-*64-te-o	0	[(2422, -10.335304260253906)]
a-*64-we	0	[(2382, -12.077078819274902)]
a-*64-we-o	0	[(2422, -9.996938705444336)]
a-*65	0	[(2464, -7.5481743812561035)]
a-*65-ma-na-ke	0	[(2005, -0.00017581824795342982), (2005, 1)]
a-*65-ma-nu-ke	0	[(2005, -8.958457946777344)]
a-*65-ma-ri-ke	0	[(2005, -12.596893310546875)]
a-*65-ma-sa-ke	0	[(2005, -10.44648551940918)]
a-*65-ma-so-ke	0	[(2005, -13.033016204833984)]
a-*65-na	0	[(44, 1)]
a-*79	0	[(696, 1), (902, 1)]
a-*82	0	[(2301, -10.194110870361328)]
a-*82-ta	0	[(214, -12.18176555633545)]
a-*83-ja-i	0	[(2603, -9.89545726776123)]
a-*83-jo	0	[(1428, -11.350308418273926), (1501, -10.67411994934082), (1514, -10.918344497680664)]
a-a-ta-wa	0	[(1150, -10.834633827209473)]
a-da-i-to	0	[(273, -8.378637313842773)]
a-da-jo	0	[(1428, -10.80331039428711), (1501, -11.086533546447754), (1514, -12.189311027526855)]
a-da-ko-qe	0	[(1159, -10.30984878540039)]
a-da-ma-jo	1	[(2924, 1)]
a-da-ma-o	1	[(2816, 1), (2924, 1), (2940, 1), (3199, 1)]
a-da-ma-o-jo	1	[(2899, 1)]
a-da-ma-ro	0	[(3199, -0.0033724596723914146)]
a-da-ma-ta	0	[(3199, -5.958352565765381)]
a-da-ma-u	0	[(3199, -9.16501235961914)]
a-da-ma-wo	0	[(3199, -9.224382400512695)]
a-da-ni-so	0	[(289, -13.14476490020752)]
a-da-pa-zo-o	0	[(3513, -12.524645805358887)]
a-da-qo-ta-o	0	[(2520, -0.5390971302986145)]
a-da-ra-jo	0	[(975, -1.8730792999267578)]
a-da-ra-ko	1	[(520, 1)]
a-da-ra-ne-jo	0	[(2609, -10.882041931152344)]
a-da-ra-ni-jo	0	[(2609, -9.928020477294922)]
a-da-ra-pte-jo	0	[(2609, -10.879788398742676)]
a-da-ra-ro	1	[(1289, 1)]
a-da-ra-te-ja	1	[(2353, -3.111314072157256e-05), (2353, 1), (2380, 1)]
a-da-ra-ti-jo	1	[(2575, 1), (2609, -0.0003849719068966806), (2609, 1)]
a-da-ra-wi-jo	0	[(2609, -8.249249458312988)]
a-da-twe-ta	0	[(209, -11.61998176574707)]
a-da-wa-si-de	0	[(1108, -10.882893562316895)]
a-da-wa-si-jo	1	[(1108, -0.00011538793478393927), (1108, 1)]
a-da-wa-si-qa	0	[(1108, -11.073975563049316)]
a-da-wa-si-to	0	[(1108, -10.506317138671875)]
a-da-wa-si-wo	0	[(1108, -10.94293212890625)]
a-da-wo-ne	1	[(1016, -5.960446742392378e-06), (1016, 1)]
a-de-i-jo	0	[(1034, -3.5118112564086914)]
a-de-me-we	1	[(2991, 1)]
a-de-rya	1	[(918, 1)]
a-de-te	1	[(2982, 1)]
a-de-te-re	1	[(2498, 1)]
a-di	0	[(696, -3.4349751472473145)]
a-di-*22-sa	0	[(1907, -0.0005757343024015427), (1907, 1)]
a-di-a	0	[(2130, -9.051385879516602)]
a-di-do-si	0	[(3253, -8.84890365600586)]
a-di-ja	0	[(3591, -6.450604438781738)]
a-di-jo	0	[(98, -10.571050643920898)]
a-di-nwa-ta	1	[(985, -0.00589714664965868), (985, 1)]
a-di-pi	0	[(3335, -11.093113899230957)]
a-di-qo-ta-o	0	[(2520, -2.9577295780181885)]
a-di-re-e-te-jo	0	[(3484, -15.475897789001465)]
a-di-ri-ja-pi	1	[(3469, 1), (3474, 1)]
a-di-ri-ja-pi-qe	1	[(3469, 1)]
a-di-ri-ja-te-qe	1	[(3467, 1)]
a-di-ri-jo	1	[(968, -10.670689582824707), (1693, 1)]
a-do-e	0	[(2673, -6.594962120056152)]
a-do-mo-na	0	[(38, -12.651920318603516)]
a-do-we	1	[(3089, -10.23511028289795), (3638, -7.92710343375802e-05), (3638, 1)]
a-du	1	[(1077, -8.201262971851975e-05), (1077, 1)]
a-du-ka-sa-ro	0	[(1269, -2.5073931217193604)]
a-du-ni-si-jo	0	[(542, -12.217290878295898)]
a-du-ni-so	0	[(289, -12.815978050231934)]
a-du-nu-ka	0	[(1745, -10.394765853881836)]
a-du-po-to	1	[(1101, 1)]
a-du-ro	0	[(1199, -9.658811569213867), (3097, -9.978593826293945)]
a-du-ru-po-ma	0	[(1555, -15.019495010375977)]
a-du-ru-po-qo	0	[(1555, -14.15282154083252)]
a-du-ru-po-ro	0	[(1555, -14.1795015335083)]
a-du-ru-po-ti	0	[(1555, -13.678401947021484)]
a-du-ru-po-to	1	[(1555, -4.410734163684538e-06), (1555, 1)]
a-e-da-do-ro	1	[(103, -0.0002485204895492643), (103, 1), (1898, -0.00031013446277938783), (1898, 1)]
a-e-da-ko-ro	0	[(1898, -8.923893928527832)]
a-e-da-qe-ro	0	[(1898, -11.027371406555176)]
a-e-da-ru-ro	0	[(1898, -10.243548393249512)]
a-e-da-twe-ro	0	[(1898, -10.501770973205566)]
a-e-ko-to-re	0	[(1152, -1.6664350032806396)]
a-e-po-qo	0	[(3044, -1.4791736602783203)]
a-e-qe-we	0	[(2934, -11.337688446044922)]
a-e-ra-wo	0	[(3416, -10.63085651397705)]
a-e-re	0	[(3633, -9.489973068237305)]
a-e-re-e-te-jo	0	[(3484, -13.988370895385742)]
a-e-ri-qe	1	[(3199, 1)]
a-e-ri-qo	1	[(2494, 1), (3149, 1)]
a-e-ri-qo-ta	1	[(2494, 1), (2503, 1), (2576, 1), (2608, 1)]
a-e-ru-wo-a	0	[(84, -11.685212135314941)]
a-e-se-u	0	[(3413, -12.806496620178223)]
a-e-se-wa	1	[(3047, 1)]
a-e-ti-to	1	[(3081, 1)]
a-ha-ta-na	0	[(8, -6.993760585784912)]
a-i-ja-i	0	[(2603, -10.156464576721191)]
a-i-ja-ti-ja	0	[(2634, -1.5362565517425537)]
a-i-ke-ne-ja	0	[(683, -3.177004337310791)]
a-i-ke-se-u	0	[(2644, -3.016186237335205)]
a-i-qe-u	1	[(2847, 1), (2945, 1)]
a-i-qe-we	1	[(2934, -2.2411095415009186e-05), (2934, 1)]
a-i-qe-wo	1	[(2899, 1), (2933, 1)]
a-i-to	0	[(1863, -13.302642822265625)]
a-ja	0	[(1652, -3.9700770378112793)]
a-ja-ka-na	0	[(142, -14.201294898986816)]
a-ja-ma-na	0	[(142, -13.255668640136719)]
a-ja-ma-no	0	[(3468, -11.860184669494629)]
a-ja-me	1	[(145, 1), (181, 1)]
a-ja-me-na	1	[(131, 1), (138, 1), (140, 1), (142, -1.0609570381348021e-05), (142, 1), (148, -0.0001212284987559542), (148, 1), (173, 1), (175, 1), (177, -0.011979304254055023), (177, 1), (178, 1), (182, -0.0001357701694360003), (182, 1), (3465, 1), (3466, 1), (3474, 1), (3480, -9.771854400634766)]
a-ja-me-no	1	[(127, 1), (3467, 1), (3468, -7.56950321374461e-05), (3468, 1), (3469, -9.285972191719338e-05), (3469, 1), (3471, 1), (3474, 1), (3475, 1), (3477, 1), (3478, -3.2293829917907715), (3478, 1), (3479, 1), (3480, -0.00037222131504677236), (3480, 1)]
a-ja-me-pi	0	[(3480, -10.489886283874512)]
a-ja-me-so	0	[(3480, -8.401161193847656)]
a-ja-me-zo	0	[(3480, -10.559952735900879)]
a-ja-ni	0	[(3643, -2.625912666320801)]
a-ja-ra-no	0	[(3468, -10.618046760559082)]
a-ja-ri-no	0	[(3468, -12.226441383361816)]
a-ja-ta-no	0	[(3468, -10.25377368927002)]
a-ja-ti-na	0	[(142, -12.87851619720459)]
a-ja-to-na	0	[(142, -13.169278144836426)]
a-ka	1	[(286, 1), (342, 1), (696, -2.17020845413208), (964, -10.634132385253906), (982, -8.98935604095459), (1186, 1), (1187, -0.0004435985756572336), (1187, 1), (1188, -0.07817109674215317), (1188, 1), (1189, 1), (1190, 1), (1191, -0.00015424491721205413), (1191, 1), (1192, -0.016856491565704346), (1192, 1), (1248, -0.0006836699321866035), (1248, 1), (1275, 1), (1299, -0.959365963935852), (1299, 1), (1685, 1), (1850, -0.0007789676310494542), (1850, 1), (2598, 1)]
a-ka-da-ra-te-so-de	0	[(2003, -11.420302391052246)]
a-ka-de	1	[(1026, -13.280125617980957), (1026, 1)]
a-ka-e	0	[(2596, -3.4631271362304688), (2673, -7.923360824584961)]
a-ka-i-da	0	[(414, -11.3995943069458)]
a-ka-i-de	0	[(414, -12.023537635803223)]
a-ka-i-jo	1	[(414, -6.806619057897478e-05), (414, 1), (449, -0.0002674698771443218), (449, 1), (1478, 1), (1726, 1), (3229, 1)]
a-ka-i-ra	0	[(414, -11.976448059082031)]
a-ka-i-ta	0	[(414, -10.867762565612793)]
a-ka-ja-ti-ja	0	[(2634, -1.7103736400604248)]
a-ka-ke	0	[(1026, -12.997637748718262)]
a-ka-ke-ne-ja	0	[(683, -2.3814730644226074)]
a-ka-ke-se-u	0	[(2644, -0.11316061019897461)]
a-ka-ma	0	[(1026, -14.223685264587402)]
a-ka-ma-ha	0	[(3181, -9.42503833770752)]
a-ka-ma-jo	1	[(3057, 1)]
a-ka-ma-ta	0	[(3181, -8.317022323608398)]
a-ka-ma-to	0	[(3181, -7.7125091552734375)]
a-ka-ma-wa	0	[(3181, -9.07463264465332)]
a-ka-ma-wo	1	[(2628, 1), (2690, 1), (3149, 1), (3181, -0.0011990031925961375), (3181, 1)]
a-ka-na-jo	1	[(2651, 1)]
a-ka-o	0	[(1557, -8.874139785766602), (3277, -10.258992195129395), (3350, -1.545400857925415)]
a-ka-ra	0	[(69, -10.841354370117188), (1026, -13.490286827087402)]
a-ka-ra-e-we	0	[(1668, -10.172852516174316)]
a-ka-ra-ja	0	[(1172, -12.080462455749512), (1901, -2.327747106552124)]
a-ka-ra-no	1	[(3475, 1)]
a-ka-re-u	1	[(2020, 1)]
a-ka-re-u-te	1	[(2620, 1)]
a-ka-ro	0	[(636, -9.555771827697754), (3097, -9.49323558807373)]
a-ka-sa-jo-qe	0	[(940, -11.60853099822998)]
a-ka-sa-no	1	[(3141, 1)]
a-ka-sa-no-qe	1	[(940, -2.3841574147809297e-05), (940, 1)]
a-ka-sa-nu-qe	0	[(940, -13.232100486755371)]
a-ka-sa-pi-qe	0	[(940, -13.06739330291748)]
a-ka-si-jo-ne	1	[(3134, 1)]
a-ka-so-ne	0	[(3556, -10.103748321533203), (3557, -4.392431735992432)]
a-ka-ta	0	[(1020, -10.354743003845215), (1026, -1.07287787614041e-05), (1042, -8.108590126037598)]
a-ka-ta-jo	1	[(1727, 1), (2916, -2.3972156047821045), (2916, 1)]
a-ka-ta-jo-jo	1	[(2900, 1), (2916, 1)]
a-ka-ta-ra-te-so-de	1	[(2003, -0.00012540031457319856), (2003, 1)]
a-ka-te-jo	0	[(518, -0.02872917428612709)]
a-ka-te-ra-te-so-de	0	[(2003, -11.560483932495117)]
a-ka-ti	0	[(760, -4.390674114227295)]
a-ka-ti-rya-o	0	[(2417, -10.158860206604004)]
a-ka-to	1	[(117, -0.003882847260683775), (117, 1), (187, -7.512552738189697), (1815, 1), (3655, -0.012946950271725655), (3669, -0.07945947349071503)]
a-ka-to-wa	1	[(407, -3.266281055402942e-05), (407, 1)]
a-ka-tu-ra-te-so-de	0	[(2003, -10.999236106872559)]
a-ka-wa-ra-te-so-de	0	[(2003, -9.685141563415527)]
a-ka-wi-ja-de	1	[(1114, 1)]
a-ka-wo	1	[(2052, -6.985420623095706e-05), (2052, 1), (3225, 1)]
a-ka-wo-ne	1	[(3511, 1)]
a-ke	1	[(716, 1), (3481, 1), (3482, 1), (3483, 1)]
a-ke-a	0	[(2130, -8.308835983276367)]
a-ke-e	1	[(1734, -9.416666030883789), (2596, -0.2765274941921234), (2672, 1), (2673, -0.004422170575708151), (2673, 1), (2674, 1)]
a-ke-e-ri-ja	0	[(865, -11.48013687133789)]
a-ke-e-to	1	[(1220, 1)]
a-ke-ha	1	[(3577, 1)]
a-ke-i	1	[(1734, -7.034575462341309), (2578, 1)]
a-ke-i-jo	0	[(2268, -0.010255143977701664)]
a-ke-ke-ne-ja	0	[(683, -1.6386685371398926)]
a-ke-me-na	0	[(177, -9.032696723937988)]
a-ke-me-no	0	[(3478, -3.7690348625183105)]
a-ke-o	1	[(1557, -6.513003349304199), (2495, 1), (2615, 1), (3277, -0.0006461439770646393), (3277, 1)]
a-ke-o-ja	0	[(2678, -11.860750198364258)]
a-ke-o-jo	1	[(2622, 1), (2626, 1), (2637, 1), (2671, 1), (2672, 1), (2674, 1), (2677, 1), (2678, -8.034383063204587e-05), (2678, 1), (2680, 1), (2681, 1), (2687, 1), (2688, -0.00020203932945150882), (2688, 1), (2689, 1)]
a-ke-o-ko	0	[(2678, -11.953104972839355)]
a-ke-o-no	0	[(2678, -10.598241806030273)]
a-ke-qe	1	[(2852, -14.465746879577637), (3482, 1)]
a-ke-qe-ri-ja	0	[(865, -12.274670600891113)]
a-ke-ra	0	[(713, -11.625733375549316)]
a-ke-ra-*86	0	[(441, -10.527207374572754)]
a-ke-ra-ja	0	[(1172, -11.824014663696289), (1901, -0.901867687702179)]
a-ke-ra-jo	0	[(975, -0.9742393493652344)]
a-ke-ra-no	1	[(429, -5.757642793469131e-05), (429, 1)]
a-ke-ra-si-jo	0	[(3139, -7.308760166168213)]
a-ke-ra-ta	0	[(441, -8.235967636108398)]
a-ke-ra-u	0	[(441, -10.686410903930664)]
a-ke-ra-wo	1	[(441, -0.00046790618216618896), (441, 1), (2671, 1), (3416, -8.310930252075195), (3534, 1)]
a-ke-re	1	[(2615, 1), (3633, -0.0005623904871754348), (3633, 1)]
a-ke-re-jo	0	[(2688, -10.499958038330078)]
a-ke-re-me-no	0	[(341, -10.017879486083984)]
a-ke-re-mo	1	[(257, 1)]
a-ke-re-mo-no	1	[(341, -0.00014101465058047324), (341, 1)]
a-ke-re-no	0	[(2584, -10.863540649414062), (3171, -11.755536079406738)]
a-ke-re-qa-no	0	[(341, -12.747421264648438)]
a-ke-re-ru-no	0	[(341, -11.380814552307129)]
a-ke-re-se	1	[(2604, 1), (2605, 1)]
a-ke-re-si-jo	0	[(652, -10.657987594604492)]
a-ke-re-so	0	[(2584, -10.38124942779541)]
a-ke-re-to-no	0	[(341, -9.738683700561523)]
a-ke-re-u	0	[(409, -11.843928337097168), (3171, -11.5003080368042)]
a-ke-re-u-jo	0	[(652, -9.130977630615234)]
a-ke-re-u-te	1	[(669, 1)]
a-ke-re-wa	1	[(2412, 1), (2541, 1), (2556, 1), (2575, 1), (2584, -0.00012063252506777644), (2584, 1), (2675, 1), (2994, 1), (3171, -7.30726242181845e-05), (3171, 1), (3189, 1), (3195, 1), (3225, 1), (3253, 1)]
a-ke-re-wa-de	1	[(3565, 1)]
a-ke-re-wa-i	0	[(3584, -10.72169017791748)]
a-ke-re-wa-jo	0	[(652, -9.748456954956055)]
a-ke-re-wa-ko	0	[(3584, -10.620035171508789)]
a-ke-re-wa-qe	1	[(3584, -0.0013598490040749311), (3584, 1)]
a-ke-re-wa-wa	0	[(3584, -7.082736968994141)]
a-ke-re-we	1	[(2584, -11.279853820800781), (3171, -11.546380043029785), (3529, 1)]
a-ke-re-we-jo	0	[(652, -8.217816352844238)]
a-ke-re-wi-ja	1	[(3547, 1)]
