*34-ryo-ka-te-ra	0	[(3550, -13.906312942504883)]
*34-ta-ka-te-ra	0	[(3550, -10.357266426086426)]
*34-ta-no	0	[(484, -15.168662071228027), (546, -15.140849113464355), (594, -15.154411315917969), (1971, -15.155332565307617)]
*34-ta-no-re	0	[(272, -11.633650779724121)]
*34-ta-ra-qe	0	[(731, -15.820572853088379)]
*34-ta-ta	0	[(1151, -16.270570755004883)]
*34-ta-te-si	0	[(3025, -16.02478790283203)]
*34-te	0	[(2610, -6.437280717364047e-06), (2610, 1)]
*34-te-jo	0	[(1181, -17.435853958129883), (2309, -17.90715789794922)]
*34-te-po	0	[(2552, -3.3218514919281006)]
*34-ti-ro	0	[(3151, -13.361992835998535)]
*34-to	0	[(369, -11.697183609008789), (938, -12.551892280578613), (1167, -9.761739730834961), (1216, -13.777298927307129), (1530, -7.639082908630371), (1682, -6.464491844177246), (2803, 1), (3649, -10.055646896362305)]
*34-to-pi	0	[(3577, 1)]
*34-tu	0	[(1075, -9.887738227844238)]
*34-wa-ka-te-ra	0	[(3550, -14.388934135437012)]
*34-wi	0	[(328, -14.058506965637207)]
*34-wi-jo-e	0	[(828, -14.26998519897461), (843, -11.522259712219238)]
*34-wo-ka-te-ra	0	[(3550, -12.985245704650879)]
*34-za-ne	0	[(3043, -9.605053901672363)]
*34-za-te-si	0	[(3025, -14.965690612792969)]
*34-ze-te-si	0	[(3025, -15.889039993286133)]
*34-zo	0	[(855, -13.826911926269531), (1136, -13.991052627563477), (1225, 1)]
*34-zo-e	0	[(804, -13.00634479522705)]
*47-da-de	0	[(1989, 1)]
*47-da-so	0	[(1427, -8.541637420654297)]
*47-du-nu-ka	0	[(1745, -12.8717622756958)]
*47-ja-de	0	[(1938, -12.801974296569824)]
*47-jo-de	0	[(1938, -9.776129722595215)]
*47-ko-ro-jo	0	[(2765, -12.179317474365234)]
*47-ko-we	0	[(3104, -10.868294715881348)]
*47-ku-ta	0	[(1105, -13.214298248291016)]
*47-ku-to-de	0	[(1993, 1)]
*47-me-de	0	[(1938, -12.151083946228027)]
*47-ni-jo	0	[(3599, -12.336742401123047)]
*47-ni-ki-jo	0	[(2029, -16.110294342041016)]
*47-phu-ra-o	0	[(2428, -12.129441261291504)]
*47-pi-de	0	[(645, -12.238556861877441)]
*47-qa-de	0	[(1938, -9.324440956115723)]
*47-ra-de	0	[(1938, -12.405613899230957)]
*47-re-wa	0	[(206, -12.185144424438477), (224, -12.091381072998047)]
*47-ri	0	[(2311, -12.211895942687988)]
*47-ri-da-ke	0	[(701, -14.560527801513672)]
*47-ri-jo-te	0	[(1291, -17.025930404663086)]
*47-ri-te	0	[(77, -13.737909317016602)]
*47-ro	0	[(2436, -14.577133178710938), (2623, -13.146679878234863), (2625, -13.084976196289062), (3293, -13.49979305267334)]
*47-ro-de	0	[(1938, -11.259882926940918)]
*47-ru-da-si-jo	0	[(2611, -13.795496940612793)]
*47-sa-da-ra	0	[(3284, -9.139328956604004)]
*47-sa-de	0	[(516, -12.116856575012207)]
*47-si-de	0	[(1938, -11.285933494567871)]
*47-si-jo	0	[(1876, -7.936931133270264)]
*47-so	0	[(552, -5.270686149597168), (554, -13.953131675720215), (632, -13.984938621520996), (1111, -15.35914134979248), (1281, -14.149301528930664), (1300, -10.831209182739258), (1685, -11.86610221862793), (1774, -12.097299575805664), (1811, -11.216197967529297), (2075, -12.359447479248047), (2997, -16.90227699279785), (3675, -13.794248580932617)]
*47-so-de	0	[(1933, -0.00013243274588603526), (1933, 1), (1938, -0.00023147765023168176), (1938, 1), (1959, -0.00032574593205936253), (1959, 1), (1981, -0.0001551984460093081), (1981, 1), (2783, -12.964509010314941), (2790, -14.892596244812012), (2798, -13.741927146911621), (2874, -15.281952857971191), (2901, -16.62517738342285), (3015, -14.486651420593262)]
*47-so-pa	0	[(3121, -13.328831672668457)]
*47-so-ri-jo	0	[(3165, -10.95146369934082)]
*47-so-wa	0	[(2607, -16.021780014038086)]
*47-ta-ro	0	[(3679, -12.292182922363281)]
*47-ti-jo	0	[(314, -0.0007631250191479921), (314, 1), (1869, -10.020535469055176)]
*47-ti-me-na	0	[(2914, -15.078315734863281)]
*47-ti-ro	0	[(346, -14.261204719543457)]
*47-ti-we	0	[(3090, -1.645878553390503)]
*47-to-de	0	[(1938, -10.561432838439941)]
*47-za-ko	0	[(2652, -14.159448623657227)]
*47-za-ra	0	[(543, -10.339855194091797)]
*49-du	0	[(1586, -12.187078475952148)]
*49-du-nu-ka	0	[(1745, -12.903080940246582)]
*49-i	0	[(3322, -13.271112442016602)]
*49-ja	0	[(1586, -10.61839485168457)]
*49-ke	0	[(2980, -12.063459396362305)]
*49-ko-so	0	[(1570, -13.906641960144043)]
*49-ko-we	0	[(1179, -11.881962776184082), (1202, -13.212700843811035), (1421, -12.69515323638916), (1449, -9.81667423248291), (1532, -12.139212608337402), (1545, -11.711393356323242), (3102, -8.344464302062988)]
*49-o	0	[(1586, -12.155613899230957)]
*49-pi	0	[(1586, -13.115469932556152)]
*49-qa	0	[(1586, -13.278738975524902)]
*49-ro	0	[(1586, -9.864607810974121)]
*49-ru-si-nu-wo	0	[(3266, -13.726950645446777)]
*49-sa	0	[(1586, -10.849198341369629)]
*49-sa-ro	0	[(319, 1)]
*49-si	0	[(1586, -11.27698040008545)]
*49-so	0	[(1586, -0.00014828535495325923), (1586, 1)]
*49-to	0	[(1586, -11.455416679382324)]
*49-wo	0	[(1383, 1)]
*56-*56-to	0	[(1374, -17.146387100219727)]
*56-da-we	0	[(579, -14.570849418640137), (764, -14.574995994567871), (1303, -12.483770370483398), (1412, -12.969902992248535), (1425, -14.038993835449219), (1430, -11.275909423828125), (1536, -10.9663724899292), (2280, -10.889262199401855), (2320, -14.570487022399902)]
*56-de-we	0	[(3508, -6.366367340087891)]
*56-di-to	0	[(1374, -17.252674102783203)]
*56-du	0	[(1077, -11.889128684997559)]
*56-du-ka-sa-ro	0	[(1269, -3.000009059906006)]
*56-du-nu-ka	0	[(1201, 1), (1745, -9.822363062994555e-05), (1745, 1)]
*56-du-we	0	[(579, -12.751955032348633), (764, -12.75120735168457), (1303, -11.69211483001709), (1412, -10.666250228881836), (1425, -11.349520683288574), (1430, -11.687976837158203), (1536, -11.437644958496094), (2280, -11.20851993560791), (2320, -12.752018928527832)]
*56-dwo	0	[(1776, -7.439867973327637)]
*56-dwo-to	0	[(1374, -17.803565979003906)]
*56-dwo-we	0	[(1303, -15.287203788757324), (1412, -15.52387523651123), (1430, -15.299383163452148)]
*56-i-du	0	[(1961, -12.993772506713867)]
*56-i-ka	0	[(1961, -11.7010498046875)]
*56-i-mi	0	[(1961, -13.025702476501465)]
*56-i-mi-so	0	[(1689, -12.938471794128418)]
*56-i-pe	0	[(1961, -11.872724533081055)]
*56-i-qa	0	[(1961, -12.105487823486328)]
*56-i-ru	0	[(1961, -12.376726150512695)]
*56-i-ti	0	[(1961, -0.0001110968878492713), (1961, 1)]
*56-i-to	0	[(1961, -9.738677024841309)]
*56-i-we	0	[(579, -13.809651374816895), (764, -13.815616607666016), (1303, -15.070018768310547), (1430, -13.345121383666992), (1536, -13.435242652893066), (1961, -13.270186424255371), (2320, -13.809133529663086)]
*56-ja	0	[(1297, -5.501181602478027)]
*56-ja-me-no	0	[(3469, -13.72503662109375)]
*56-jo-ni-ja	0	[(2273, -16.39881706237793)]
*56-ka	0	[(1191, -10.913778305053711), (1248, -7.432772636413574)]
*56-ka-we	0	[(579, -13.507668495178223), (764, -13.508892059326172), (1303, -14.984504699707031), (1412, -15.032185554504395), (1425, -15.127567291259766), (1430, -14.829008102416992), (2320, -13.507560729980469)]
*56-ke-we	0	[(2280, -10.018721580505371), (3134, -12.920202255249023), (3140, -13.60067367553711), (3142, -16.90854835510254), (3191, -10.2161865234375), (3204, -14.136575698852539), (3252, -15.679375648498535)]
*56-ki-to	0	[(1374, -16.804759979248047)]
*56-ki-we	0	[(1425, -14.78078842163086), (1430, -15.134445190429688)]
*56-ko	0	[(1776, -4.6274895668029785), (3131, -16.636966705322266), (3138, -16.744205474853516), (3147, -17.57326889038086), (3200, -15.197178840637207)]
*56-ko-do-e	0	[(1646, -13.632363319396973)]
*56-ko-ja	0	[(1223, -11.133044242858887), (1260, -13.312423706054688)]
*56-ko-je-e	0	[(1646, -14.704383850097656)]
*56-ko-ka	0	[(1223, -10.678176879882812)]
*56-ko-ma	0	[(1223, -7.739008903503418), (1260, -11.19094467163086)]
*56-ko-ma-e	0	[(1646, -9.595157623291016)]
*56-ko-ra	0	[(2681, -11.13990592956543)]
*56-ko-ro	0	[(1223, -7.381133079528809), (1260, -14.987606048583984), (2694, -10.638866424560547)]
*56-ko-ro-da-mo	0	[(1535, -7.825456619262695)]
*56-ko-ro-da-mo-jo	0	[(1070, -14.563109397888184)]
*56-ko-ru-e	0	[(1646, -14.894152641296387)]
*56-ko-so	0	[(1223, -8.66554069519043), (1760, -13.260290145874023), (1846, -14.551735877990723)]
*56-ko-so-ne	0	[(3595, -12.492857933044434)]
*56-ko-te	0	[(1260, -13.346295356750488)]
*56-ko-te-e	0	[(1646, -14.212458610534668)]
*56-ko-ti	0	[(1223, -11.445388793945312)]
*56-ko-to	0	[(105, -10.386445999145508), (1223, -1.3513154983520508), (1260, -11.217884063720703), (1374, -15.297872543334961), (2912, -13.583985328674316)]
*56-ko-to-e	0	[(1646, -10.619357109069824)]
*56-ko-u	0	[(1260, -12.408286094665527)]
*56-ko-wa	0	[(1223, -11.324389457702637)]
*56-ko-we	0	[(579, -1.7046782886609435e-05), (579, 1), (764, -1.7046782886609435e-05), (764, 1), (902, 1), (1097, 1), (1179, -0.0002308817347511649), (1179, 1), (1202, -0.0001954841281985864), (1202, 1), (1203, 1), (1223, -0.30196377635002136), (1223, 1), (1260, -4.589452510117553e-05), (1260, 1), (1271, 1), (1303, -2.6702524337451905e-05), (1303, 1), (1337, 1), (1338, 1), (1411, 1), (1412, -4.5298504119273275e-05), (1412, 1), (1418, 1), (1421, -6.19869097135961e-05), (1421, 1), (1425, -2.3245540432981215e-05), (1425, 1), (1430, -3.635817120084539e-05), (1430, 1), (1449, -0.0005560758872888982), (1449, 1), (1532, -4.327203714638017e-05), (1532, 1), (1534, -5.8410845667822286e-05), (1534, 1), (1535, 1), (1536, -0.0008945039589889348), (1536, 1), (1537, 1), (1545, -4.9470632802695036e-05), (1545, 1), (1557, 1), (2280, -0.0005964645533822477), (2280, 1), (2320, -1.7046782886609435e-05), (2320, 1), (3102, -0.06270214170217514), (3104, -11.055098533630371)]
*56-ko-we-e	0	[(1646, -0.00010024998482549563), (1646, 1)]
*56-ko-we-i	0	[(1670, -8.594620157964528e-05), (1670, 1), (1676, 1)]
*56-ko-we-i-ja-qe	0	[(2016, 1)]
*56-ko-we-i-jo	0	[(2031, 1)]
*56-ko-we-qe	0	[(1128, 1)]
*56-ko-wi	0	[(1260, -14.89171028137207)]
*56-ko-wi-e	0	[(1646, -14.043292045593262)]
*56-ko-wo	0	[(1223, -7.972227096557617), (1260, -11.598462104797363)]
*56-ko-wo-e	0	[(1646, -13.55417537689209)]
*56-ko-zo	0	[(1260, -15.239777565002441)]
*56-ko-zo-e	0	[(1646, -14.895430564880371)]
*56-ku-we	0	[(2280, -11.786391258239746), (3170, -13.736344337463379)]
*56-me	0	[(1776, -4.6984028816223145)]
*56-me-to	0	[(1374, -17.636001586914062)]
*56-mu-to	0	[(1374, -17.779699325561523)]
*56-ne-ja-o	0	[(2439, -13.99521255493164)]
*56-ne-we	0	[(579, -13.588589668273926), (764, -13.585275650024414), (2320, -13.588873863220215)]
*56-ni-sa-ta	0	[(956, 1)]
*56-nu-we	0	[(1303, -14.620777130126953)]
*56-pe-we	0	[(1412, -12.48942756652832), (1425, -13.541465759277344), (1536, -13.558500289916992)]
*56-po-so	0	[(2281, 1)]
*56-pu-do-si	0	[(1088, -15.732571601867676), (1922, -15.780590057373047), (1931, -13.662397384643555), (1954, -17.03895378112793), (2027, -15.82436466217041), (2043, -17.41514015197754)]
*56-qa	0	[(1776, -4.59694242477417)]
*56-qe-we	0	[(2280, -10.392970085144043)]
*56-ra-ku-ja	0	[(2253, 1)]
*56-ra-to	0	[(1374, -16.518295288085938)]
*56-ra-we	0	[(1536, -10.226304054260254)]
*56-re-to	0	[(1374, -15.896194458007812)]
*56-re-wa	0	[(107, -11.03548812866211)]
*56-re-we	0	[(579, -12.28612995147705), (764, -12.284918785095215), (1303, -11.970989227294922), (1412, -11.82754898071289), (1425, -12.513035774230957), (1430, -11.872332572937012), (1536, -7.160111427307129), (2280, -7.980307102203369), (2320, -12.286227226257324)]
*56-ri-to	0	[(1374, -7.152555099310121e-07), (1374, 1)]
*56-ri-we	0	[(579, -13.965381622314453), (764, -13.970291137695312), (1303, -12.537493705749512), (1412, -12.428241729736328), (1425, -13.069299697875977), (1430, -13.054173469543457), (1536, -11.484249114990234), (2320, -13.964954376220703)]
*56-ro-we	0	[(579, -14.741172790527344), (764, -14.742042541503906), (2320, -14.741092681884766)]
*56-ryo	0	[(1776, 1)]
*56-sa-ro	0	[(1782, -12.262772560119629)]
*56-sa-we	0	[(2280, -11.666844367980957)]
*56-se-we	0	[(2280, -11.141985893249512)]
*56-si-ja-ti-ja	0	[(2633, -15.957282066345215)]
*56-si-wi-ja	0	[(3087, -15.787917137145996)]
*56-so	0	[(1300, -10.309438705444336), (1776, -0.04764869064092636)]
*56-so-de	0	[(1959, -10.529400825500488), (2790, -15.323512077331543), (3015, -14.977948188781738)]
*56-so-to	0	[(892, -3.890768527984619)]
*56-so-wa	0	[(2607, -14.155975341796875)]
*56-so-we	0	[(579, -12.779375076293945), (764, -12.773895263671875), (1303, -13.230413436889648), (1412, -13.749469757080078), (1425, -13.81208610534668), (1430, -13.42239761352539), (1536, -10.579111099243164), (2280, -9.464859962463379), (2320, -12.779844284057617)]
*56-ta-jo	0	[(3598, -4.515678405761719)]
*56-ti	0	[(1995, 1)]
*56-ti-we	0	[(1412, -13.64156723022461), (1425, -15.20651626586914), (1536, -13.531454086303711)]
*56-to	0	[(1776, -7.452700138092041)]
*56-tya	0	[(1776, -7.024654388427734)]
*56-wa	0	[(1776, -5.9068756103515625)]
*56-wi-so	0	[(2024, -14.728049278259277)]
*63-ka-wa	0	[(3566, -8.336584091186523)]
*63-ko-wa	0	[(3566, -8.977399826049805)]
*63-ne	0	[(1972, -14.726713180541992)]
*63-no-wa	0	[(3566, -9.653775215148926)]
*63-o-wa	0	[(3566, -0.0005256939912214875), (3566, 1)]
*63-so	0	[(552, -8.215874671936035), (1281, -13.7003755569458), (1685, -10.870304107666016), (1811, -9.51720905303955), (1890, -16.179306030273438), (2997, -16.737640380859375)]
*63-so-de	0	[(2901, -16.151538848876953)]
*63-so-wa	0	[(3566, -10.510693550109863)]
*63-wa-wa	0	[(3566, -10.903275489807129)]
*63-wo-wa	0	[(3566, -11.155603408813477)]
*64-du-nu-ka	0	[(1745, -13.498311996459961)]
*64-ko-we	0	[(1421, -12.26216983795166), (1449, -10.865363121032715), (1545, -13.396132469177246)]
*64-ko-we-i	0	[(1670, -13.758382797241211)]
*64-su-to-ro-qa	0	[(3002, -15.131025314331055)]
*65-i	0	[(3322, -13.011051177978516)]
*65-re-te	0	[(274, -12.147140502929688)]
*79-ka-to	0	[(917, -13.207368850708008)]
*79-ki-no-o	0	[(3570, -10.421833038330078)]
*79-ko-ro-jo	0	[(2765, -11.97832202911377)]
*79-su-wo	0	[(1031, -12.527425765991211)]
*79-ta-ro	0	[(3679, -13.840984344482422)]
*82-de	0	[(2674, 1), (3149, 1)]
*82-ku	0	[(1011, -13.733067512512207), (1609, -11.91736125946045)]
*82-ma	0	[(1888, -11.166658401489258), (1891, -10.076248168945312), (1911, -8.84451961517334), (2999, -11.164854049682617)]
*82-ro-qa	0	[(2604, -11.922683715820312)]
*82-ta-ki	0	[(637, -12.452027320861816)]
*82-te-re-wi-ja	0	[(2351, -14.967820167541504)]
*82-ti	0	[(316, -3.296837568283081), (319, -5.057980060577393), (1608, -13.075891494750977)]
*82-ti-ro	0	[(230, -12.59875202178955)]
*82-ti-we	0	[(3090, -5.498382091522217)]
*83-jo	0	[(578, -9.631441116333008)]
*83-jo-qe-u	0	[(2490, -13.268577575683594)]
*83-po	0	[(666, -13.936038970947266)]
*83-re-ta	0	[(2990, -14.861387252807617)]
*83-re-te	0	[(274, -0.00018475732940714806), (274, 1), (3225, -14.838315963745117)]
*83-ri-ta-de	0	[(388, -16.46664810180664)]
*83-ri-ta-i	0	[(48, -17.86208724975586)]
*83-rya	0	[(2495, -12.713655471801758)]
*83-to-na	0	[(3176, -12.137540817260742)]
*86-ka-ra	0	[(69, -14.050923347473145)]
*86-po-se-u	0	[(3398, -14.069831848144531)]
*86-ta-jo-jo	0	[(2307, -14.755520820617676)]
*86-u-po-ro	0	[(2590, -15.950926780700684)]
a	1	[(318, 1), (326, 1), (339, 1), (500, 1), (507, 1), (539, 1), (545, 1), (550, 1), (1976, 1), (2166, 1), (2585, 1), (2640, 1), (2649, 1), (2651, 1), (2660, 1), (3125, 1), (3483, 1)]
a-*22-ja	0	[(3591, -11.930967330932617)]
a-*22-to	0	[(3233, -13.430815696716309)]
a-*34-a	0	[(1217, -12.820653915405273), (2130, -11.114378929138184), (2167, -13.622005462646484)]
a-*34-ka	0	[(2261, 1), (2262, 1)]
a-*34-nwa-ta	0	[(985, -11.432907104492188)]
a-*34-po-qo	0	[(3044, -6.2433600425720215)]
a-*34-te-re	0	[(519, -3.214224100112915)]
a-*34-to	0	[(187, -12.74176025390625), (3233, -8.856858039507642e-05), (3233, 1)]
a-*34-wi-do	0	[(101, -10.100622177124023)]
a-*47	0	[(1914, -14.988941192626953)]
a-*47-ti-ri-ja	0	[(925, -8.968999862670898)]
a-*56-da-ro	0	[(1103, 1)]
a-*56-ko	0	[(1378, -13.409873962402344)]
a-*56-no	0	[(998, 1)]
a-*64	0	[(982, -13.476399421691895)]
a-*64-da	0	[(2382, -14.2789888381958)]
a-*64-da-o	0	[(2422, -15.266963005065918)]
a-*64-di	0	[(2382, -14.182941436767578)]
a-*64-ja	0	[(2341, 1), (2382, -4.005352093372494e-05), (2382, 1), (3566, 1)]
a-*64-ja-i	0	[(2603, -9.216344833374023)]
a-*64-ja-o	0	[(2420, -3.361645576660521e-05), (2420, 1), (2422, -8.34461570775602e-06), (2422, 1)]
a-*64-je-o	0	[(2422, -12.886265754699707)]
a-*64-jo	0	[(122, -1.6689286894688848e-06), (122, 1), (2697, 1), (3057, 1), (3199, 1)]
a-*64-ma-o	0	[(2422, -15.120338439941406)]
a-*64-ra	0	[(2382, -12.86918830871582)]
a-*64-re-u	0	[(409, -12.750829696655273)]
a-*64-ri-jo	0	[(968, -13.300637245178223)]
a-*64-ro	0	[(1199, -12.837538719177246)]
a-*64-rya	0	[(2382, -13.761307716369629)]
a-*64-sa	0	[(2382, -10.495413780212402)]
a-*64-sa-o	0	[(2422, -14.857966423034668)]
a-*64-te-o	0	[(2422, -13.354472160339355)]
a-*64-to-o	0	[(2422, -15.7363862991333)]
a-*64-we	0	[(2099, -16.232227325439453), (2382, -14.393733978271484)]
a-*64-we-o	0	[(2422, -13.844966888427734)]
a-*64-wo	0	[(2382, -13.769909858703613)]
a-*65	0	[(2464, -11.884499549865723)]
a-*65-ma-*34-ke	0	[(2005, -14.317300796508789)]
a-*65-ma-*86-ke	0	[(2005, -13.976980209350586)]
a-*65-ma-na-ke	0	[(2005, -0.00010299152199877426), (2005, 1)]
a-*65-ma-nu-ke	0	[(2005, -9.41894245147705)]
a-*65-ma-sa-ke	0	[(2005, -11.214174270629883)]
a-*65-ma-so-ke	0	[(2005, -14.644073486328125)]
a-*65-ma-za-ke	0	[(2005, -14.457146644592285)]
a-*65-na	0	[(44, 1)]
a-*65-to	0	[(187, -11.991561889648438)]
a-*79	0	[(696, 1), (902, 1)]
a-*79-ti-rya-o	0	[(2417, -13.391304016113281)]
a-*82	0	[(2301, -14.585456848144531), (3559, -15.054448127746582)]
a-*82-ta	0	[(214, -12.927230834960938)]
a-*83-ja-i	0	[(2603, -12.031291961669922)]
a-*83-jo	0	[(1422, -13.449227333068848), (1428, -11.959918975830078), (1501, -12.992862701416016), (1514, -13.771699905395508)]
a-*83-o	0	[(3277, -13.616262435913086)]
a-*83-re-u	0	[(409, -13.325616836547852)]
a-*83-ro	0	[(1199, -13.95206356048584)]
a-*83-ta	0	[(1020, -11.329692840576172)]
a-*83-ti-rya-o	0	[(2417, -13.011015892028809)]
a-a	0	[(477, -12.893977165222168)]
a-a-ke-se-u	0	[(2644, -5.433398246765137)]
a-a-ta-wa	0	[(1150, -13.668413162231445)]
a-a-te-re	0	[(519, -2.7372424602508545)]
a-ai-re-u	0	[(409, -12.67626953125)]
a-da	0	[(2301, -12.613451957702637)]
a-da-a	0	[(2130, -12.807768821716309), (2167, -13.427690505981445)]
a-da-ha	0	[(3243, -4.911022663116455)]
a-da-i-jo	0	[(2268, -9.697092056274414)]
a-da-i-to	0	[(273, -10.457420349121094)]
a-da-je-u	0	[(2780, -13.282299041748047)]
a-da-jo	0	[(1428, -11.941905975341797), (1501, -12.887550354003906), (1514, -14.32131290435791)]
a-da-ka-tu-ru-wo	0	[(118, -12.413667678833008)]
a-da-ko-qe	0	[(1159, -11.496638298034668)]
a-da-ma-jo	1	[(2924, 1)]
a-da-ma-o	1	[(2816, 1), (2924, 1), (2940, 1), (3199, 1), (3621, -13.798101425170898)]
a-da-ma-o-jo	1	[(2899, 1)]
a-da-ma-re	0	[(3199, -8.891973495483398)]
a-da-ma-ro	0	[(3199, -0.007293503265827894)]
a-da-ma-si	0	[(3199, -8.120048522949219)]
a-da-ma-ta	0	[(3199, -6.753543853759766)]
a-da-ma-to	0	[(3199, -9.580347061157227)]
a-da-ma-u	0	[(3199, -5.64251708984375)]
a-da-ma-we	0	[(3199, -8.961101531982422)]
a-da-ma-zo	0	[(3199, -8.043418884277344)]
a-da-ni-si-jo	0	[(113, -14.450418472290039), (542, -13.816601753234863)]
a-da-ni-so	0	[(289, -14.794234275817871), (1000, -11.563249588012695)]
a-da-ni-so-de	0	[(2041, -14.341170310974121)]
a-da-nwa-ta	0	[(985, -10.01008415222168)]
a-da-pa-zo-o	0	[(3513, -12.466734886169434)]
a-da-qo-ta-o	0	[(2520, -2.365236759185791)]
a-da-ra-do-jo	0	[(2609, -14.52835464477539)]
a-da-ra-i-jo	0	[(2609, -14.976069450378418)]
a-da-ra-ja	0	[(1172, -15.451202392578125), (1901, -7.11110782623291)]
a-da-ra-jo	0	[(975, -2.1066911220550537)]
a-da-ra-ko	1	[(520, 1)]
a-da-ra-ko-jo	0	[(2609, -14.582014083862305)]
a-da-ra-mi-jo	0	[(2609, -14.333902359008789)]
a-da-ra-ne-jo	0	[(2609, -13.491524696350098)]
a-da-ra-ni-jo	0	[(2609, -12.796865463256836)]
a-da-ra-no	0	[(429, -16.207197189331055)]
a-da-ra-pte-jo	0	[(2609, -13.878101348876953)]
a-da-ra-ro	1	[(1289, 1)]
a-da-ra-si-jo	0	[(2609, -14.084030151367188)]
a-da-ra-te-ja	1	[(2353, -9.417489309271332e-06), (2353, 1), (2380, 1)]
a-da-ra-ti-jo	1	[(2575, 1), (2609, -3.397406908334233e-05), (2609, 1)]
a-da-ra-wi-jo	0	[(2609, -10.689743041992188)]
a-da-ra-wo	0	[(3416, -12.419596672058105)]
